geneSymbol,log2FC,p_value,FDR,type
Cend1,-0.025420427585793458,0.21205295345832645,0.6940866284712522,NS
Gm13276,-0.025195176105232732,0.21423204072623084,0.6940866284712522,NS
Gm20495,0.025985947374999235,0.21459735903850255,0.6940866284712522,NS
Rai1,-0.3702953364018189,0.21332636469259272,0.6940866284712522,NS
Cfl2,0.15211780743712744,0.21080937132762398,0.6940866284712522,NS
Gm17516,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13286,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Padi2,-0.6886608865110118,0.20980883499684544,0.6940866284712522,NS
Gm17439,0.05097631658522617,0.21365272801147306,0.6940866284712522,NS
Tmprss11f,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Zp3r,-0.03409940277056529,0.2145100911799351,0.6940866284712522,NS
Gm13108,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm17730,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13083,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13081,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Cdh12,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm18833,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Cdr1,0.025985947374999235,0.21459735903850255,0.6940866284712522,NS
Grifin,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm19424,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
AK007095,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13030,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm19557,-0.11406608502037163,0.21369267379912468,0.6940866284712522,NS
Cdk8,-0.11369979339397407,0.20923763621503313,0.6940866284712522,NS
Krtap14,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm19303,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Rap2a,0.20626171710614472,0.21159859726417973,0.6940866284712522,NS
Zim1,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr1009,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Tnfrsf12a,0.12636213199378332,0.20993196878788953,0.6940866284712522,NS
Paqr6,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Vmn1r46,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
1700020M21Rik,0.025985947374999235,0.21459735903850255,0.6940866284712522,NS
Vmn1r5,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
AK006071,0.02401922604886205,0.21423625422577572,0.6940866284712522,NS
Nucks1,-0.14247702733789858,0.20624459650259738,0.6940866284712522,NS
Cidea,0.02402001999502515,0.2142534027131643,0.6940866284712522,NS
Irg1,-0.1412379500661839,0.21029165815867304,0.6940866284712522,NS
Parp11,0.08567861702733559,0.21376162310621313,0.6940866284712522,NS
C2cd4a,-0.025192091479281024,0.21416844755539072,0.6940866284712522,NS
Gm13470,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Taar9,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
C330005M16Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
1700021L23Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
AK010245,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Baiap2,-0.24928261100218307,0.20878033211739658,0.6940866284712522,NS
Olfr1109,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Dbndd1,-0.2251298006943494,0.2090860708220875,0.6940866284712522,NS
Zic1,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm20579,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
March10,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13371,-0.025195176105232732,0.21423204072623084,0.6940866284712522,NS
Dbpht2,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Zfyve27,-0.2078903781385213,0.20623683292920214,0.6940866284712522,NS
Olfr1048,0.02401922604886205,0.21423625422577572,0.6940866284712522,NS
Olfr1100,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm12729,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr1105,0.05097631658522617,0.21365272801147306,0.6940866284712522,NS
Chrna10,-0.025192091479281024,0.21416844755539072,0.6940866284712522,NS
Gm13446,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
1700019B21Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Vmn1r43,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Kcnj12,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm13141,-0.17675520712421156,0.21265217024373645,0.6940866284712522,NS
Trim23,0.14726452423001213,0.20780802019604827,0.6940866284712522,NS
Il10ra,0.31498274999996845,0.20605389556383993,0.6940866284712522,NS
Olfr330,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm14240,0.02401922604886205,0.21423625422577572,0.6940866284712522,NS
Lrriq3,0.14395654830353388,0.21136369112417314,0.6940866284712522,NS
D730005E14Rik,0.3960153125354733,0.21342422724355276,0.6940866284712522,NS
Olfr316,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Asb13,0.15952460271849223,0.20739880606393124,0.6940866284712522,NS
Asb15,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr676,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr600,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Asb2,-0.08386611523439441,0.21124106478512023,0.6940866284712522,NS
Usp30,0.06888470628080867,0.21277195183369607,0.6940866284712522,NS
AK033508,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Mmp21,-0.025420427585793458,0.21205295345832645,0.6940866284712522,NS
Gm14406,0.024656359536630146,0.20808415239975958,0.6940866284712522,NS
Gm14781,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm11542,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr295,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Cacng3,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm14006,0.025985947374999235,0.21459735903850255,0.6940866284712522,NS
Gm13983,-0.025195176105232732,0.21423204072623084,0.6940866284712522,NS
Cyp2j12,0.025985947374999235,0.21459735903850255,0.6940866284712522,NS
Gm11707,-0.025414111872179367,0.21202197758462413,0.6940866284712522,NS
Piwil4,-0.05032416380408668,0.20730637486563216,0.6940866284712522,NS
Dtx2,-0.10478055741834291,0.20580023090598243,0.6940866284712522,NS
Pilrb1,-0.30312921788261127,0.20634342255095767,0.6940866284712522,NS
Arpc1a,0.06256605285411965,0.2125447623291492,0.6940866284712522,NS
HNG_041411,0.07126752657454513,0.21002666913567367,0.6940866284712522,NS
Armc5,-0.07709370112099556,0.21264413030408053,0.6940866284712522,NS
AF366264,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
AK029587,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Tbl1xr1,0.07951886403769581,0.20981653943309667,0.6940866284712522,NS
Olfr426,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm11487,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr63,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Cyp4a14,-0.025192091479281024,0.21416844755539072,0.6940866284712522,NS
Mal,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm5114,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Mdh1b,0.05708433730425184,0.2132061312129658,0.6940866284712522,NS
HNG_032913,0.1744219136922338,0.21250358419425044,0.6940866284712522,NS
AK029614,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
A530095I07Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm14608,-0.02664130442010989,0.20584624251969896,0.6940866284712522,NS
Tmem182,-0.025414111872179367,0.21202197758462413,0.6940866284712522,NS
Olfr331,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Rev1,-0.26345656561883946,0.20655999374133535,0.6940866284712522,NS
2310005A03Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm4993,0.03168838778146127,0.21393800346059144,0.6940866284712522,NS
Olfr532,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Lsm3,-0.0827411924113095,0.2085364319860421,0.6940866284712522,NS
Cts8-ps,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm11867,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr544,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Ctcfl,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr148,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
HNG_040740,0.09342702119450041,0.21207047073674767,0.6940866284712522,NS
Csnk1a1,0.14073207861104553,0.20905944133107535,0.6940866284712522,NS
AK034488,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm11950,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Csmd3,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
1810008I18Rik,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Mcart6,0.1356736075138354,0.21037307144047837,0.6940866284712522,NS
Usp29,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Taf3,-0.24722932376124618,0.2058158855195597,0.6940866284712522,NS
AK019365,-0.07632417650151846,0.20751653598876094,0.6940866284712522,NS
Olfr1459,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Pld5,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr742,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
2410004B18Rik,-0.10297233188382338,0.20597780753486902,0.6940866284712522,NS
HNG_006419,-0.13513405267027195,0.20993048685682927,0.6940866284712522,NS
Aprt,0.14764976903023985,0.2101841323226155,0.6940866284712522,NS
Atp6v1c1,-0.07154399225643004,0.2091386916910011,0.6940866284712522,NS
Atp6v1g3,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
HNG_002366,0.07413657115283379,0.20993124054475834,0.6940866284712522,NS
Tctex1d2,0.19637853463710675,0.21328887341326783,0.6940866284712522,NS
Rem1,0.07265650348360836,0.212161483589951,0.6940866284712522,NS
Igsf1,-0.025420427585793458,0.21205295345832645,0.6940866284712522,NS
Gm11311,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Dusp16,0.07958250405399347,0.21277882917563776,0.6940866284712522,NS
Gm4922,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Trdn,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr552,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
HNG_036242,0.05778077372007361,0.2070171580352798,0.6940866284712522,NS
Krt15,-0.025195176105232732,0.21423204072623084,0.6940866284712522,NS
Gm11790,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Ccdc11,-0.05670862070988482,0.21318317220403943,0.6940866284712522,NS
Gm11782,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
AI593442,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Tcirg1,-0.3483824398105382,0.20929249027001176,0.6940866284712522,NS
HNG_005353,0.14526684136972634,0.21203803732330664,0.6940866284712522,NS
Olfr155,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Lrtm1,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm5398,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr224,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Olfr202,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Gm5389,-0.025890660698200427,0.21435259023181544,0.6940866284712522,NS
Chd6,-0.3789548551584172,0.21467423742412278,0.6942764543720762,NS
Myt1,-0.01691001265858992,0.21478610155546762,0.6942852966868752,NS
Trpc5,-0.01691001265858992,0.21478610155546762,0.6942852966868752,NS
Hnrnpa2b1,-0.11925499683219876,0.21470576465998142,0.6942852966868752,NS
HND_000626,-0.01691001265858992,0.21478610155546762,0.6942852966868752,NS
Inmt,-0.01691001265858992,0.21478610155546762,0.6942852966868752,NS
E330013P04Rik,-0.01691001265858992,0.21478610155546762,0.6942852966868752,NS
Mbd6,-0.2748948061736023,0.21489734475133584,0.6945780493118748,NS
HNG_015289,0.062383963797538064,0.2149676483959575,0.6945780493118748,NS
Ip6k3,-0.057672716972494646,0.21493284705441568,0.6945780493118748,NS
HNG_001138,0.040113745103804686,0.21496387895103886,0.6945780493118748,NS
Zcchc6,-0.2763737959523951,0.2149487102584447,0.6945780493118748,NS
Isy1,0.06696434870395152,0.2150144531298048,0.6946704786179356,NS
Smurf2,0.07201790885986092,0.2150659639589124,0.6947780954840558,NS
Ttc16,-0.09036467336413165,0.21513462170282896,0.6948351540195682,NS
Rttn,-0.09707191982497143,0.21513823444821534,0.6948351540195682,NS
Muc5b,0.19320252387965375,0.21511367032988526,0.6948351540195682,NS
HNG_009198,0.12913283101031026,0.2151628053685206,0.6948557196723493,NS
Eno1,-0.06462980192765766,0.21522135864558473,0.6949860165992099,NS
Hdac2,-0.05286757770424089,0.21533747292204988,0.6952889054428032,NS
Socs6,0.12445220673880186,0.2153515856923992,0.6952889054428032,NS
Egr2,-0.8456089032411405,0.21542371280152645,0.6953453378200464,NS
Prkcdbp,0.21669714952707153,0.21538911275644504,0.6953453378200464,NS
Gm11201,-0.25735254461417445,0.21542264170130204,0.6953453378200464,NS
Efha1,0.09081108708762464,0.21550582003885022,0.6954422036008155,NS
Rab33a,-0.13367814562568314,0.21549290476975522,0.6954422036008155,NS
Bnipl,-0.06429433183682641,0.21550837856004523,0.6954422036008155,NS
1700003G18Rik,-0.05035975217554061,0.2155659203155502,0.6955690879361945,NS
HAG_010217,0.16747793343944783,0.21563278061785668,0.6957260165450786,NS
HNG_033825,0.25789869217426276,0.2156875640080301,0.6958439565005514,NS
Fgfrl1,-0.15203820197609952,0.2157086330204662,0.6958531175236402,NS
Gnb3,0.07971806153261515,0.2158215514368506,0.6961499757154896,NS
Nxph4,-0.07506395848755636,0.2158371309491989,0.6961499757154896,NS
HNG_039851,0.3174853781112148,0.21587839907121453,0.6961654345988343,NS
Mylip,-0.10812148272789734,0.21586165534731863,0.6961654345988343,NS
Rdm1,0.1593628019186193,0.21596968862224697,0.6962307495068171,NS
HNG_004512,0.08345682463950818,0.21651687368705083,0.6962307495068171,NS
Rbfox3,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
HAG_017786,-0.03708446526404696,0.2161510463981363,0.6962307495068171,NS
Mybpc1,-0.025632254739100333,0.21636356332310364,0.6962307495068171,NS
BC100491,-0.0256654092176397,0.2165768482235708,0.6962307495068171,NS
HNG_001225,-0.0256654092176397,0.2165768482235708,0.6962307495068171,NS
AK054493,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Nfatc2,0.08810144285574495,0.21649216672424906,0.6962307495068171,NS
AU018091,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Kcnk2,-0.025632254739100333,0.21636356332310364,0.6962307495068171,NS
Gm9051,-0.0256654092176397,0.2165768482235708,0.6962307495068171,NS
Gm6551,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Ceacam15,-0.025632254739100333,0.21636356332310364,0.6962307495068171,NS
Slc22a13,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
HND_002336,-0.04103282401047553,0.21593944056559478,0.6962307495068171,NS
Pla2g4f,-0.025632254739100333,0.21636356332310364,0.6962307495068171,NS
Gm10803,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Gm8770,-0.02562902365143795,0.21639612792613866,0.6962307495068171,NS
Ccdc111,-0.19227937819324037,0.21637528140805523,0.6962307495068171,NS
TCRB.1,-0.02562902365143795,0.21639612792613866,0.6962307495068171,NS
Gm12024,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Hs3st6,0.016367801134193456,0.21659174657847252,0.6962307495068171,NS
Nog,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Dnahc7a,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
AK040222,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Gm14140,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Gm7704,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Rarres2,-0.13758698688044757,0.21596858500666977,0.6962307495068171,NS
Hdgfrp2,-0.294243320037447,0.21615649226942998,0.6962307495068171,NS
Nhedc1,0.08765023789528426,0.21640645981707332,0.6962307495068171,NS
Myo7b,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
Hist1h1t,-0.0256654092176397,0.2165768482235708,0.6962307495068171,NS
Pth2,-0.025668640305302085,0.21654423774329654,0.6962307495068171,NS
AK137696,-0.02562902365143795,0.21639612792613866,0.6962307495068171,NS
Gm5754,0.01637103222185584,0.21643333778860985,0.6962307495068171,NS
Fut9,-0.025632254739100333,0.21636356332310364,0.6962307495068171,NS
AK030357,-0.02562902365143795,0.21639612792613866,0.6962307495068171,NS
Rasa1,0.07444925356536558,0.21663073941781846,0.6962974557979932,NS
Gpr21,0.10753542682734718,0.21668015595218376,0.6963748874889595,NS
Ccdc77,-0.3103145971486354,0.21669131598013885,0.6963748874889595,NS
Serpina3h,0.03937747116723758,0.2167511144210105,0.6964365048110711,NS
Prr3,-0.1295969845246141,0.21672937626715397,0.6964365048110711,NS
Dnajb13,-0.11213738559494055,0.21676522355811423,0.6964365048110711,NS
Siah1b,0.049728925901295185,0.21682976292657286,0.6965852306373623,NS
Parp6,-0.28803410047615596,0.21686483559328282,0.6966392749530247,NS
D630029K05Rik,-0.09151259686565316,0.2169407323162723,0.6967658084961503,NS
4930447C04Rik,-0.2720364812479259,0.21694057431341887,0.6967658084961503,NS
Mtus2,0.19384850073909066,0.2169940832418625,0.6968785247777532,NS
Gm12254,0.16223658325960155,0.21713398716823595,0.6972105112875087,NS
Gm4984,0.08551052339089148,0.21713018284725147,0.6972105112875087,NS
Rock1,-0.264749706421874,0.21716337836975855,0.6972462342611173,NS
HAG_008534,-0.048397210190951334,0.21719538151660744,0.6972903366906593,NS
Retnlg,-1.6820129419687608,0.21725046911947846,0.697349891290677,NS
Tmem123,0.22648870794269094,0.21724043196547452,0.697349891290677,NS
Gm6723,0.1680847736172122,0.21732398069855435,0.6975272001366533,NS
Gmpr,0.06572868898341522,0.21742142723380203,0.697720024731073,NS
Exoc7,-0.13864487716809393,0.21748485348214341,0.697720024731073,NS
Kctd13,-0.10701054839868807,0.2174796094910846,0.697720024731073,NS
HNG_025154,0.0818752897538258,0.21743085480378088,0.697720024731073,NS
Fam73b,-0.17835471059303032,0.21744002236164592,0.697720024731073,NS
Fnbp4,-0.38064010706280627,0.2174937277133773,0.697720024731073,NS
Pbx4,-0.35308602559575064,0.2175469876095226,0.6978230042412988,NS
Ppara,0.11133019538423494,0.21756239058670487,0.6978230042412988,NS
HNG_012709,0.038655577509312616,0.21765846434795402,0.6980138537419223,NS
Anxa8,-0.1239119094390295,0.21765058058699205,0.6980138537419223,NS
1600014C10Rik,0.18595374057175107,0.21771232565617935,0.6980658340580642,NS
HND_002719,-0.09846490445463318,0.21772953526918454,0.6980658340580642,NS
HND_002580,0.11305801908231505,0.21772381230795765,0.6980658340580642,NS
HNG_023519,-0.03551171638854615,0.21777944715740946,0.698167217342121,NS
HNG_000453,0.11063483007889979,0.21783775177018064,0.6982954871154968,NS
Pla2g10,-0.0417846496360328,0.21785759984439476,0.6983004703384195,NS
Taok2,-0.37916228767741167,0.21805538910313327,0.698875760944148,NS
HNG_020933,0.23548595569623454,0.21811703741050908,0.6989134860364383,NS
Arl5a,0.19574363674730222,0.21814039800477117,0.6989134860364383,NS
Jund,-1.0769109797810534,0.2181363171666225,0.6989134860364383,NS
Hist4h4,-0.12254512094921363,0.21813300570423202,0.6989134860364383,NS
HNG_036010,0.13066828407283276,0.21820056923511313,0.6990475978886058,NS
Ttl,0.055611225198605396,0.21822194488554353,0.6990574085406989,NS
HND_002971,0.08634625835945134,0.2182445167650375,0.6990710492535882,NS
Iars2,-0.046182744003274045,0.2182917446768372,0.6991636581476951,NS
Opa1,-0.15751806101048427,0.21832971250091693,0.6992265949815422,NS
Snrpd3,-0.06472457264570153,0.21839370885191442,0.6992555489259585,NS
Tmem14a,0.060807583153993594,0.21837657975416291,0.6992555489259585,NS
Lyst,-0.22008563286129945,0.21838595600312832,0.6992555489259585,NS
Kcnrg,-0.12988011924506804,0.2185561167179314,0.6997168571128808,NS
Tdrkh,-0.15086477928708852,0.21859427246852434,0.6997216409784914,NS
HND_002080,0.08014390661095291,0.21857963564577032,0.6997216409784914,NS
Pphln1,-0.0795913044038663,0.21863337485201306,0.6997881255115749,NS
S100b,0.0562233638770391,0.21866316907108602,0.6998248083995553,NS
HNG_026628,0.20690997142408196,0.21884354843895143,0.7003433879117752,NS
1300010F03Rik,0.09623707151748029,0.21894024214131153,0.7005940919622888,NS
Rbbp5,-0.03634938729055648,0.2189879418344233,0.7006879895811908,NS
Ralgapa1,-0.22864573781194153,0.2190323255975435,0.7007497028090541,NS
Hspa13,0.27365728689585733,0.21904394461693477,0.7007497028090541,NS
Ppt2,0.15060687050046884,0.21910703216947236,0.7007754500738032,NS
HAG_009502,0.13934244677743635,0.2191070679197014,0.7007754500738032,NS
HAG_002646,0.23866141911716188,0.21909419647625836,0.7007754500738032,NS
HNG_020936,-0.03613832689221219,0.21916217665707124,0.7007796719129904,NS
Sgsm1,-0.16774253862361732,0.21916346335788742,0.7007796719129904,NS
Pank4,-0.3322492524782268,0.219154261345014,0.7007796719129904,NS
HNG_030485,0.04825990541344463,0.21921062163220484,0.7008717521521504,NS
Ccnyl1,0.14386354234881216,0.21926858964450652,0.7009983755368595,NS
Las1l,-0.09593975910150832,0.21929053111462332,0.7010098110465959,NS
Scarna6,-0.08968864857677317,0.21935158253385045,0.7011462576186686,NS
Pdcd6ip,0.031550611826217434,0.21950508244377817,0.7015693959228138,NS
Ppcdc,-0.38371622394305405,0.2195296967223046,0.7015693959228138,NS
HAG_006522,-0.3177244721155459,0.2195664682929384,0.7015693959228138,NS
Rtn4,0.12067353483256227,0.21957585594388176,0.7015693959228138,NS
A430110L20Rik,0.5001499584736324,0.21955163053519086,0.7015693959228138,NS
4930544D05Rik,0.0495657599238383,0.2196439056865519,0.7017051545872666,NS
Chml,-0.09677680565173485,0.21965511087088047,0.7017051545872666,NS
HNG_041243,0.04152947573102382,0.21967757378850636,0.7017181880045912,NS
Ear-ps9,-0.04300104574358839,0.21969617935685187,0.7017188987038532,NS
Canx,0.08080123842542619,0.21975521641596374,0.7017900210014363,NS
HNG_028709,-0.36467277716599344,0.21974358141212522,0.7017900210014363,NS
Surf2,-0.20394396516490954,0.21980119134776488,0.7018781224800803,NS
Casp8,-0.017522863819794843,0.21988809053040737,0.7020968792745053,NS
U1.23,0.032736379255985826,0.21992862676541552,0.7021675761868051,NS
HNG_008123,0.41146784094103817,0.22002552056010757,0.7022419875267916,NS
A630089N07Rik,-0.39328604231197284,0.21999120778793999,0.7022419875267916,NS
Slc38a9,-0.19413512017048618,0.21999228337043994,0.7022419875267916,NS
Trex1,-0.11604961891278442,0.22001663330891869,0.7022419875267916,NS
Gm13332,0.04973384378743603,0.22006686465252148,0.7023152209276858,NS
Cyp20a1,0.0964985001700267,0.22011852089957754,0.7024213492541944,NS
Gm16415,0.22245796625764103,0.22017601706295564,0.7025460940673027,NS
HAG_024533,-0.026017659630406517,0.22023845421771818,0.702627854107709,NS
Myo9b,-0.37508213528439427,0.2202225038339773,0.702627854107709,NS
Dapk3,-0.11868679844866126,0.2203332362443938,0.7028187311920707,NS
Churc1,0.20356082096233052,0.22035352024800123,0.7028187311920707,NS
HNG_037329,-0.0581339095659198,0.22033892989002699,0.7028187311920707,NS
Hsdl1,0.06520113613191914,0.22037509618298448,0.702828822081785,NS
Tubgcp4,-0.25008521481613943,0.2203945250720091,0.7028320644150987,NS
Klkb1,-0.20513688225764137,0.22047455404424243,0.7028642566423706,NS
Snai1,-0.06873601098479712,0.22046675976281285,0.7028642566423706,NS
Rhcg,0.10288346172603757,0.22049241606566927,0.7028642566423706,NS
"AK046225,B230354K17Rik",-0.03468379354997175,0.22049575682954867,0.7028642566423706,NS
Arhgef37,-0.48917626899346994,0.220496685352939,0.7028642566423706,NS
Synj1,-0.05654082467153021,0.22105317732905938,0.7030423465107523,NS
Olfr1420,0.23703000128423546,0.22068455124566283,0.7030423465107523,NS
5830403M04Rik,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
Sec23a,0.14711871728422032,0.2205883336694371,0.7030423465107523,NS
Nox4,0.16337998448552105,0.2211301699498583,0.7030423465107523,NS
Gpr33,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
7SK.14,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Ndufaf4,-0.05237145219231376,0.2209809761427322,0.7030423465107523,NS
Fam131b,-0.13273320938352962,0.22082584217522436,0.7030423465107523,NS
Lrrn4,0.10812605825316624,0.22060114545704726,0.7030423465107523,NS
Lgals2,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Ssr3,0.26728197135299325,0.221135056844644,0.7030423465107523,NS
Ankk1,0.02526332264724499,0.22068825827122399,0.7030423465107523,NS
Gm581,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
AK087806,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Cars2,-0.22406738870906384,0.22093285423320358,0.7030423465107523,NS
Trmt2b,0.04439810188058768,0.22101418115927948,0.7030423465107523,NS
Pigo,-0.12373489710882435,0.22076577996632374,0.7030423465107523,NS
Arhgap8,0.1474219451202774,0.22073926899454477,0.7030423465107523,NS
HNG_028037,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Ntm,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
1700024J04Rik,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
HND_001261,0.02526332264724499,0.22068825827122399,0.7030423465107523,NS
LOC629206,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
Clrn1,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
Cdh3,0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Sgpp1,0.2751636315060617,0.22060906290788934,0.7030423465107523,NS
Slc7a13,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
"AK047857,AK084042",0.025350437687823954,0.22113285640553146,0.7030423465107523,NS
Htr3b,0.02534960783339424,0.22114192220880757,0.7030423465107523,NS
Tmco6,0.13205110476295712,0.2208907781642802,0.7030423465107523,NS
Gm15294,-0.06453619526238756,0.22098856279183657,0.7030423465107523,NS
Cnbp,0.16677909528783808,0.22116466647557864,0.7030499669450099,NS
HAG_013200,-0.2749541673870892,0.2211811551148125,0.7030499669450099,NS
Tbkbp1,0.23389440496827962,0.22128463314202934,0.7032617614101694,NS
Akap5,-0.24841989397195707,0.2212838079008161,0.7032617614101694,NS
HAG_002348,0.05083705078056047,0.22130767461157422,0.7032764365029147,NS
2010015L04Rik,0.4925387791816047,0.221348968677529,0.703321248313441,NS
AK006651,0.11994958061753325,0.2213586261458053,0.703321248313441,NS
Gm9843,0.18661554546209125,0.2214005762827621,0.7033697868689696,NS
HNG_041036,-0.24539228098350752,0.22142749618166407,0.7033697868689696,NS
HAG_030265,-0.05937502088273705,0.2214291818297288,0.7033697868689696,NS
"BC021785,G630090E17Rik",0.12028416754660165,0.22144809226481454,0.7033713245076136,NS
