geneSymbol,log2FC,p_value,FDR,type,young_promoter_methylation,young_CpG_count,aged_promoter_methylation,aged_CpG_count,promoter_methylation_change,multiomics_pattern
1700054N08Rik,-0.5880041981342039,0.0003660778528247,0.0186929172549875,DN,0.8670555555555555,18.0,0.946375,16,0.0793194444444445,RNA_DOWN_METHYLATION_UP
Car5b,0.6682856148332341,0.0003677380962265,0.018716398145548,UP,0.14285714285714285,14.0,0.4666666666666667,15,0.3238095238095238,RNA_UP_METHYLATION_UP
Zfp759,0.2453178537035367,0.0003673517021994,0.018716398145548,UP,0.756235294117647,17.0,0.646875,24,-0.10936029411764703,RNA_UP_METHYLATION_DOWN
Zfp763,0.1803959794172591,0.0003686514069435,0.0187378981436069,UP,0.4742222222222222,18.0,0.35714285714285715,14,-0.11707936507936506,RNA_UP_METHYLATION_DOWN
Herc3,0.2741359536619683,0.0003703574941219,0.0187995828000311,UP,0.2916875,16.0,0.15517241379310345,29,-0.13651508620689654,RNA_UP_METHYLATION_DOWN
HAG_041700,0.8977852129052915,0.0003716297373089,0.0188391106674063,UP,1.0,7.0,1.0,4,0.0,insufficient_WGBS_data
Hsbp1l1,0.5008380485218713,0.000374370852466,0.0189528967908957,UP,0.8157894736842105,19.0,0.6071428571428571,14,-0.2086466165413534,RNA_UP_METHYLATION_DOWN
Gpr183,3.436669951878553,0.0003782622967446,0.0191245409156771,UP,0.825,10.0,0.72575,12,-0.09924999999999995,RNA_UP_METHYLATION_DOWN
Acer2,0.5390157985807829,0.0003796222787291,0.0191679122005952,UP,0.2390625,32.0,0.4274193548387097,31,0.18835685483870968,RNA_UP_METHYLATION_UP
Arhgap28,0.3176966369811076,0.0003845392018346,0.0193649477736571,UP,0.03225806451612903,31.0,0.13099999999999998,26,0.09874193548387095,RNA_UP_METHYLATION_UP
Sult1a1,1.976413272555744,0.0003845204616106,0.0193649477736571,UP,0.68214,10.0,0.7142857142857143,14,0.03214571428571433,RNA_UP_METHYLATION_UP
HAG_004380,0.1954750833240757,0.0003859205597595,0.0193833679041314,UP,0.7938421052631579,19.0,0.899125,16,0.10528289473684205,RNA_UP_METHYLATION_UP
Elfn2,-0.1000430534583405,0.0003855375755344,0.0193833679041314,DN,0.12398214285714285,56.0,0.0775090909090909,55,-0.046473051948051944,RNA_DOWN_METHYLATION_DOWN
Gprc5a,0.9943399281062806,0.0003868623199093,0.0194004088545476,UP,0.6798421052631579,38.0,0.4301489361702127,47,-0.2496931690929452,RNA_UP_METHYLATION_DOWN
Plxnb2,0.604643251810896,0.0003872763163356,0.0194004088545476,UP,0.13821951219512194,41.0,0.25678,50,0.11856048780487807,RNA_UP_METHYLATION_UP
HNG_025375,0.4771715998441074,0.0003903351011339,0.0194487040249798,UP,1.0,3.0,0.6,5,-0.4,RNA_UP_METHYLATION_DOWN
Cldn12,0.7293176343872867,0.0003898597300579,0.0194487040249798,UP,0.5333333333333333,15.0,0.6720625,16,0.13872916666666668,RNA_UP_METHYLATION_UP
Pdap1,-0.2855396592370889,0.0003912185890041,0.0194487040249798,DN,0.18737096774193548,62.0,0.16004285714285713,70,-0.02732811059907836,RNA_DOWN_METHYLATION_DOWN
Adap1,-0.321168258546515,0.0003897532403987,0.0194487040249798,DN,0.46237142857142854,35.0,0.4850444444444445,45,0.022673015873015956,RNA_DOWN_METHYLATION_UP
Cpeb2,0.5571963560102446,0.0003912974088647,0.0194487040249798,UP,0.034482758620689655,29.0,0.022727272727272728,44,-0.011755485893416927,RNA_UP_METHYLATION_DOWN
Myh14,1.4997876033566562,0.000391244803768,0.0194487040249798,UP,0.8571,10.0,0.7916666666666666,6,-0.06543333333333334,RNA_UP_METHYLATION_DOWN
Col8a2,0.2699335583439101,0.0003920685157981,0.0194616897074752,UP,0.7576363636363636,11.0,0.6935882352941176,17,-0.06404812834224594,RNA_UP_METHYLATION_DOWN
Relt,-0.5407652314129452,0.0003947162900752,0.0195422960113506,DN,0.6356875,32.0,0.9166666666666666,12,0.28097916666666667,RNA_DOWN_METHYLATION_UP
Tesc,-0.2361266369140695,0.0003945257665734,0.0195422960113506,DN,0.09875925925925927,54.0,0.0843235294117647,34,-0.014435729847494569,RNA_DOWN_METHYLATION_DOWN
Nrxn2,0.9799961031065751,0.0003952285866122,0.0195423129639394,UP,0.44047619047619047,21.0,0.2096578947368421,38,-0.23081829573934837,RNA_UP_METHYLATION_DOWN
Ifih1,0.2915917503940495,0.0003971156799294,0.0196102195786127,UP,0.36153846153846153,26.0,0.3931538461538462,26,0.031615384615384656,RNA_UP_METHYLATION_UP
4930515G01Rik,-0.8108037186720791,0.0004009090164269,0.0196198704808347,DN,0.04963829787234043,47.0,0.13709677419354838,62,0.08745847632120796,RNA_DOWN_METHYLATION_UP
Rftn1,0.410902257438015,0.0004000663970305,0.0196198704808347,UP,0.43529411764705883,34.0,0.4322916666666667,48,-0.003002450980392146,RNA_UP_METHYLATION_DOWN
Il12rb2,-1.4226976437850172,0.0003988750876524,0.0196198704808347,DN,0.5092777777777777,18.0,0.36418518518518517,27,-0.14509259259259255,RNA_DOWN_METHYLATION_DOWN
Uchl1,0.6567437510788592,0.0003979154600533,0.0196198704808347,UP,0.17832,25.0,0.16206896551724134,29,-0.016251034482758664,RNA_UP_METHYLATION_DOWN
Tjp1,-0.6741857157158293,0.0003997037689201,0.0196198704808347,DN,0.24007142857142857,42.0,0.1987179487179487,39,-0.04135347985347987,RNA_DOWN_METHYLATION_DOWN
Rnpep,-0.3350719868259073,0.0003984607700156,0.0196198704808347,DN,0.6,15.0,0.5,18,-0.09999999999999998,RNA_DOWN_METHYLATION_DOWN
Fam189a2,0.8595708452949969,0.0004007610942817,0.0196198704808347,UP,0.6910714285714287,14.0,0.31255263157894736,38,-0.3785187969924813,RNA_UP_METHYLATION_DOWN
Dtnbp1,-0.2631536731492154,0.0004041389954576,0.0197273577168916,DN,0.5414736842105263,19.0,0.20710416666666664,48,-0.3343695175438597,RNA_DOWN_METHYLATION_DOWN
Agfg2,-0.2883969590329416,0.0004038280195518,0.0197273577168916,DN,0.2926315789473684,38.0,0.27941176470588236,34,-0.01321981424148605,RNA_DOWN_METHYLATION_DOWN
Smad3,0.1161759113087725,0.0004053958436864,0.0197634356899083,UP,0.014150943396226415,53.0,0.051833333333333335,36,0.03768238993710692,RNA_UP_METHYLATION_UP
Kcna3,-0.8425538914168444,0.0004074576327671,0.0198386132117209,DN,0.18571428571428572,35.0,0.19777777777777777,45,0.012063492063492054,RNA_DOWN_METHYLATION_UP
Armcx2,0.138256853330521,0.0004096040521001,0.0199177144926966,UP,0.375,8.0,0.5714285714285714,7,0.1964285714285714,RNA_UP_METHYLATION_UP
Mtmr12,-0.2255946635759018,0.0004127081110007,0.0200176544004075,DN,0.39812903225806445,31.0,0.2857142857142857,42,-0.11241474654377875,RNA_DOWN_METHYLATION_DOWN
Slc7a7,0.6980285453804314,0.000412582244796,0.0200176544004075,UP,0.82835,20.0,0.7750416666666666,24,-0.0533083333333334,RNA_UP_METHYLATION_DOWN
Lrrc1,-0.1885499177092127,0.0004135349344045,0.0200323039544291,DN,0.17346938775510204,49.0,0.17391304347826086,46,0.0004436557231588256,RNA_DOWN_METHYLATION_UP
Sh2d5,-0.8098160338671336,0.000414407512206,0.0200491299821647,DN,0.34444,25.0,0.3058611111111111,36,-0.03857888888888894,RNA_DOWN_METHYLATION_DOWN
Abcg3,0.2939058575115556,0.0004150994309275,0.0200571841485642,UP,0.7291875,32.0,0.7174878048780489,41,-0.011699695121951126,RNA_UP_METHYLATION_DOWN
Epha1,0.7229584197037853,0.0004187288064911,0.0202069734530702,UP,0.377,18.0,0.6055833333333333,12,0.22858333333333325,RNA_UP_METHYLATION_UP
Gstm7,0.7717169735174192,0.0004194045278558,0.0202140273198411,UP,0.8245,24.0,0.7967083333333332,24,-0.02779166666666677,RNA_UP_METHYLATION_DOWN
Aplp1,0.4745462609220582,0.0004205542469205,0.0202183837700899,UP,0.8882380952380952,21.0,0.42514285714285716,42,-0.463095238095238,RNA_UP_METHYLATION_DOWN
Raver2,0.4839781585794469,0.0004200899293909,0.0202183837700899,UP,0.2575681818181818,44.0,0.6446428571428572,28,0.3870746753246754,RNA_UP_METHYLATION_UP
HAG_021167,0.4581257932193767,0.0004211409663577,0.0202211232299467,UP,0.8789166666666667,12.0,0.8611666666666666,12,-0.017750000000000044,RNA_UP_METHYLATION_DOWN
HNG_019078,-0.9621251966778032,0.0004281025021873,0.0204164770882419,DN,0.9553333333333334,12.0,0.8145714285714286,14,-0.14076190476190475,RNA_DOWN_METHYLATION_DOWN
H2afx,-0.4521448955974287,0.000427609006535,0.0204164770882419,DN,0.5813953488372093,43.0,0.47923529411764704,51,-0.1021600547195623,RNA_DOWN_METHYLATION_DOWN
Stk38l,0.2787194921687286,0.0004261182687027,0.0204164770882419,UP,0.7,25.0,0.4782608695652174,23,-0.22173913043478255,RNA_UP_METHYLATION_DOWN
Fam81a,0.1727870451762281,0.0004274384143576,0.0204164770882419,UP,0.6824137931034483,29.0,0.606896551724138,29,-0.07551724137931026,RNA_UP_METHYLATION_DOWN
9130023H24Rik,0.464120829994334,0.0004273841337973,0.0204164770882419,UP,0.2422962962962963,27.0,0.20071739130434785,46,-0.04157890499194844,RNA_UP_METHYLATION_DOWN
Nop58,-0.2077584657711728,0.0004284186877208,0.0204164770882419,DN,0.175,16.0,0.2857142857142857,21,0.11071428571428571,RNA_DOWN_METHYLATION_UP
Aurka,-0.5395954250293826,0.0004300290440556,0.0204421776708497,DN,0.043478260869565216,46.0,0.03461538461538462,65,-0.008862876254180599,RNA_DOWN_METHYLATION_DOWN
Ttyh2,-0.6258053009488376,0.0004296108164425,0.0204421776708497,DN,0.6071428571428571,28.0,0.5416666666666666,24,-0.06547619047619047,RNA_DOWN_METHYLATION_DOWN
Lpl,1.2641149835949772,0.0004305659458311,0.0204422428908783,UP,0.6136363636363636,22.0,0.6559642857142858,28,0.04232792207792213,RNA_UP_METHYLATION_UP
HAG_000873,-0.806841804147584,0.0004348307539492,0.0205186437871845,DN,0.6922592592592592,27.0,0.7536521739130435,23,0.06139291465378427,RNA_DOWN_METHYLATION_UP
Plekhb1,0.6996180928839659,0.0004355248962981,0.0205186437871845,UP,0.69478125,32.0,0.6371428571428571,35,-0.057638392857142895,RNA_UP_METHYLATION_DOWN
Kynu,-0.5664525537802794,0.0004358605225793,0.0205186437871845,DN,0.9013333333333333,9.0,1.0,10,0.09866666666666668,RNA_DOWN_METHYLATION_UP
6230409E13Rik,0.5141175216006673,0.0004328016630321,0.0205186437871845,UP,0.3737027027027027,37.0,0.8872352941176471,17,0.5135325914149445,RNA_UP_METHYLATION_UP
HNG_020244,0.3774015016252763,0.0004359378631302,0.0205186437871845,UP,0.881578947368421,19.0,0.8071428571428572,28,-0.07443609022556386,RNA_UP_METHYLATION_DOWN
Htra3,0.5532503308803267,0.0004338782209583,0.0205186437871845,UP,0.8625,10.0,0.9166666666666666,12,0.054166666666666585,RNA_UP_METHYLATION_UP
Amotl2,1.3809941689696537,0.0004333348439559,0.0205186437871845,UP,0.1744186046511628,43.0,0.27148076923076925,52,0.09706216457960645,RNA_UP_METHYLATION_UP
Clstn2,0.1650224232900968,0.0004382583314511,0.0205659311785746,UP,0.20833333333333334,30.0,0.39103846153846156,26,0.18270512820512821,RNA_UP_METHYLATION_UP
HNG_025223,1.3909217535880076,0.0004390823319307,0.0205659311785746,UP,0.6932258064516129,31.0,0.8040540540540541,37,0.11082824760244114,RNA_UP_METHYLATION_UP
Ikzf1,-0.2855379533609419,0.0004384928226845,0.0205659311785746,DN,0.23736363636363636,33.0,0.36665714285714285,35,0.1292935064935065,RNA_DOWN_METHYLATION_UP
HAG_014272,-0.2620357442316585,0.0004390976084705,0.0205659311785746,DN,0.875,12.0,0.9444444444444444,9,0.06944444444444442,RNA_DOWN_METHYLATION_UP
HAG_015502,0.2509436227861732,0.0004408831135412,0.0206242527084534,UP,0.4807692307692308,26.0,0.5348571428571428,28,0.05408791208791203,RNA_UP_METHYLATION_UP
Tubg2,0.8115541455521702,0.0004458869274123,0.0208073298205187,UP,0.8906666666666666,12.0,0.4916875,16,-0.3989791666666666,RNA_UP_METHYLATION_DOWN
Batf2,0.7100951398139848,0.0004453831208477,0.0208073298205187,UP,0.8135238095238095,21.0,0.7257083333333334,24,-0.08781547619047614,RNA_UP_METHYLATION_DOWN
C1qtnf6,0.373930261288752,0.000448132231335,0.0208611018713698,UP,0.6666923076923078,26.0,0.7729166666666667,24,0.10622435897435889,RNA_UP_METHYLATION_UP
Dmd,0.400305056226002,0.0004479746783253,0.0208611018713698,UP,1.0,3.0,0.6666666666666666,3,-0.33333333333333337,RNA_UP_METHYLATION_DOWN
Arap3,-1.0342420439009476,0.0004493641258978,0.020892968835288,DN,0.4486923076923077,13.0,0.51905,20,0.07035769230769229,RNA_DOWN_METHYLATION_UP
Zc3hav1,-0.3207718242961963,0.0004514280300756,0.0209633950900826,DN,0.3339666666666667,30.0,0.24705882352941178,34,-0.08690784313725491,RNA_DOWN_METHYLATION_DOWN
Slc44a2,-0.1236039735350003,0.0004524679649737,0.0209861569367918,DN,0.49276190476190473,21.0,0.5285,18,0.035738095238095235,RNA_DOWN_METHYLATION_UP
Cd276,1.0952039306421373,0.0004547581113042,0.0210667798843511,UP,0.4160714285714286,14.0,0.3948888888888889,18,-0.02118253968253969,RNA_UP_METHYLATION_DOWN
HAG_028290,1.1418081887983274,0.0004560785468994,0.0211023397481777,UP,0.9778,10.0,0.375,8,-0.6028,RNA_UP_METHYLATION_DOWN
Selm,0.9576900371073576,0.0004579040734905,0.0211100414170081,UP,0.46668,25.0,0.45003333333333334,30,-0.016646666666666643,RNA_UP_METHYLATION_DOWN
Hyal3,-0.4188434672743581,0.0004577652673394,0.0211100414170081,DN,0.1,30.0,0.11666666666666667,30,0.016666666666666663,RNA_DOWN_METHYLATION_UP
Haao,-1.0193147371921016,0.0004577060595417,0.0211100414170081,DN,0.6746190476190476,21.0,0.9359230769230769,13,0.2613040293040293,RNA_DOWN_METHYLATION_UP
BC024571,0.6719365719064356,0.0004585853878085,0.0211159486410479,UP,0.8120588235294117,17.0,0.9404761904761905,21,0.12841736694677874,RNA_UP_METHYLATION_UP
Bcas1,-0.3262901114796949,0.000459355668657,0.0211259332337091,DN,0.9178095238095239,21.0,0.9421052631578947,19,0.024295739348370815,RNA_DOWN_METHYLATION_UP
HNG_014798,1.5979006064712222,0.0004610417246525,0.0211779599439671,UP,0.8380952380952381,21.0,0.69645,20,-0.1416452380952381,RNA_UP_METHYLATION_DOWN
Hars,-0.179264624284122,0.000464319274823,0.0213028790367117,DN,0.7380714285714286,14.0,0.2647058823529412,34,-0.4733655462184874,RNA_DOWN_METHYLATION_DOWN
2810055F11Rik,0.3912417460658324,0.0004694741553913,0.021513526362064,UP,0.02702702702702703,74.0,0.029411764705882353,68,0.002384737678855324,RNA_UP_METHYLATION_UP
Panx2,0.8296721941152327,0.0004714506353755,0.0215626417674009,UP,0.47355172413793106,29.0,0.4571428571428572,28,-0.01640886699507388,RNA_UP_METHYLATION_DOWN
Cadm1,1.0143939170272895,0.000471675727648,0.0215626417674009,UP,0.16420588235294117,34.0,0.11387096774193549,62,-0.050334914611005685,RNA_UP_METHYLATION_DOWN
Hmgn3,0.4181146909821622,0.0004737270483618,0.0216305130263995,UP,0.5454545454545454,22.0,0.5086206896551724,29,-0.03683385579937304,RNA_UP_METHYLATION_DOWN
Col22a1,-0.4764652785146954,0.0004774731084934,0.0216397456556582,DN,0.92,15.0,0.6107142857142857,28,-0.3092857142857144,RNA_DOWN_METHYLATION_DOWN
Cables1,-0.2886681468810668,0.0004768318587599,0.0216397456556582,DN,0.4942857142857142,35.0,0.5049117647058824,34,0.010626050420168176,RNA_DOWN_METHYLATION_UP
Nupr1,2.362227351121006,0.0004767684634889,0.0216397456556582,UP,0.607625,16.0,0.6943333333333334,12,0.08670833333333339,RNA_UP_METHYLATION_UP
HNG_010852,0.6616421018151983,0.0004775899832872,0.0216397456556582,UP,0.7621538461538461,13.0,0.7424285714285714,14,-0.019725274725274633,RNA_UP_METHYLATION_DOWN
Cdh22,0.9111410916816324,0.0004752474517335,0.0216397456556582,UP,0.6273333333333334,24.0,0.5829629629629629,27,-0.044370370370370504,RNA_UP_METHYLATION_DOWN
Fkbpl,0.4910867570840938,0.000477897558098,0.0216397456556582,UP,0.5642857142857143,35.0,0.6291923076923077,26,0.06490659340659344,RNA_UP_METHYLATION_UP
Stxbp4,0.5913527148532927,0.0004754103608069,0.0216397456556582,UP,0.20276666666666668,30.0,0.19732,25,-0.005446666666666683,RNA_UP_METHYLATION_DOWN
Tmem161b,0.2975975485103399,0.0004797402441412,0.0216954550513062,UP,0.23809523809523808,21.0,0.6363636363636364,11,0.39826839826839827,RNA_UP_METHYLATION_UP
Bcl2,0.325394189528752,0.0004806812277932,0.0216954550513062,UP,0.6354375,16.0,0.2909090909090909,22,-0.3445284090909091,RNA_UP_METHYLATION_DOWN
Sdhaf2,0.1304521745731186,0.0004808329396784,0.0216954550513062,UP,0.026955882352941177,68.0,0.047619047619047616,42,0.02066316526610644,RNA_UP_METHYLATION_UP
Tle4,-0.2685083570170095,0.0004834181082818,0.0217676040350584,DN,0.22701724137931034,58.0,0.20378823529411763,85,-0.02322900608519271,RNA_DOWN_METHYLATION_DOWN
Acvr2a,0.2574605279869253,0.0004835724672987,0.0217676040350584,UP,0.15571428571428572,35.0,0.2793333333333334,15,0.12361904761904766,RNA_UP_METHYLATION_UP
Tgm5,-0.5668649123492939,0.0004843043673144,0.0217748719777687,DN,0.781,16.0,0.7249473684210527,19,-0.056052631578947354,RNA_DOWN_METHYLATION_DOWN
S100a3,0.2080984062305666,0.0004858251188471,0.0218175487489804,UP,0.9,10.0,0.9,10,0.0,insufficient_WGBS_data
Srxn1,0.6968062378506437,0.0004872952721853,0.021857855616756,UP,0.146,25.0,0.1774193548387097,31,0.031419354838709695,RNA_UP_METHYLATION_UP
Csf1,0.191100503802378,0.0004883233389661,0.0218672067929182,UP,0.6153846153846154,26.0,0.6663214285714286,28,0.0509368131868132,RNA_UP_METHYLATION_UP
Wars2,0.4835084614107003,0.000488649465429,0.0218672067929182,UP,0.29572,25.0,0.37258064516129036,31,0.07686064516129038,RNA_UP_METHYLATION_UP
6030498E09Rik,-0.5511176871426393,0.0004928686084513,0.0220301879646439,DN,0.0,1.0,0.0,6,0.0,insufficient_WGBS_data
4930523C07Rik,-0.4996098837830578,0.0004937813919291,0.0220417400151997,DN,0.9482142857142858,28.0,0.6428571428571429,35,-0.3053571428571429,RNA_DOWN_METHYLATION_DOWN
Peg10,-0.4796450200598539,0.0004942819200725,0.0220417400151997,DN,0.328275,40.0,0.436,51,0.10772500000000002,RNA_DOWN_METHYLATION_UP
Ahcyl1,0.1333040944444832,0.0004949638159925,0.0220463929802417,UP,0.24677272727272728,22.0,0.275,30,0.02822727272727274,RNA_UP_METHYLATION_UP
Cd34,-0.9695967719880798,0.0004967973929834,0.0220508721918169,DN,0.5686470588235294,17.0,0.7142857142857143,14,0.1456386554621849,RNA_DOWN_METHYLATION_UP
Clnk,-1.070661213767309,0.0004960660749453,0.0220508721918169,DN,0.9334,5.0,0.6666666666666666,6,-0.2667333333333334,RNA_DOWN_METHYLATION_DOWN
Skint3,-0.8239331255104534,0.0004965057045238,0.0220508721918169,DN,0.9375,8.0,0.8125,8,-0.125,RNA_DOWN_METHYLATION_DOWN
Ptgds,0.3159717560292527,0.0005007929487905,0.0221766455234706,UP,0.8966666666666666,15.0,0.7802727272727273,11,-0.11639393939393927,RNA_UP_METHYLATION_DOWN
Il17rc,0.8302875218437737,0.0005006100327116,0.0221766455234706,UP,0.8245789473684211,19.0,0.5617500000000001,24,-0.262828947368421,RNA_UP_METHYLATION_DOWN
Snx27,-0.1408273271752289,0.0005015675212514,0.0221852090628139,DN,0.6167,10.0,0.5661764705882353,17,-0.050523529411764745,RNA_DOWN_METHYLATION_DOWN
Stk39,0.3212527515166079,0.0005031819458117,0.0222308579114886,UP,0.2489,30.0,0.20512820512820512,39,-0.04377179487179489,RNA_UP_METHYLATION_DOWN
Cd200r4,0.8489191176030466,0.000506196527157,0.0223079371912465,UP,0.8571428571428571,7.0,0.9285714285714286,7,0.07142857142857151,RNA_UP_METHYLATION_UP
Map2k6,-0.5436106971421668,0.0005066798057427,0.0223079371912465,DN,0.5432432432432432,37.0,0.6218076923076924,26,0.07856444906444915,RNA_DOWN_METHYLATION_UP
Ptgs1,0.1585158994466109,0.0005059682302191,0.0223079371912465,UP,0.35714285714285715,14.0,0.42857142857142855,14,0.0714285714285714,RNA_UP_METHYLATION_UP
Amn1,0.3586822236284641,0.0005102496686053,0.0224392285138288,UP,0.8901363636363636,22.0,0.7020303030303031,33,-0.1881060606060605,RNA_UP_METHYLATION_DOWN
Mpp6,0.3958195710242727,0.0005139929846876,0.02255188530057,UP,0.23157894736842108,38.0,0.2896666666666667,21,0.058087719298245605,RNA_UP_METHYLATION_UP
HAG_023738,0.1992347384734358,0.0005135634711388,0.02255188530057,UP,0.3333333333333333,27.0,0.3232758620689655,29,-0.01005747126436779,RNA_UP_METHYLATION_DOWN
Samd14,-0.6037008537578457,0.0005166877214444,0.0226181235125902,DN,0.3125,32.0,0.22434615384615386,26,-0.08815384615384614,RNA_DOWN_METHYLATION_DOWN
Ttc26,0.4811011801389284,0.0005161938589843,0.0226181235125902,UP,0.13490476190476192,21.0,0.37037037037037035,27,0.23546560846560843,RNA_UP_METHYLATION_UP
Traf5,-0.4735714770791301,0.0005185763601373,0.0226747958982397,DN,0.35344827586206895,29.0,0.26202631578947366,38,-0.09142196007259529,RNA_DOWN_METHYLATION_DOWN
Kcnj2,0.5840964980461376,0.0005194959695783,0.0226890161907829,UP,0.061875,40.0,0.10526315789473684,38,0.04338815789473684,RNA_UP_METHYLATION_UP
Dbndd2,0.6470944268809169,0.0005205278625648,0.0227081023655139,UP,0.49864,25.0,0.5353636363636363,33,0.036723636363636236,RNA_UP_METHYLATION_UP
Mthfd2,-0.5687496586235303,0.0005268167986721,0.0229037895410162,DN,0.4,10.0,0.6153846153846154,13,0.2153846153846154,RNA_DOWN_METHYLATION_UP
Dvl2,-0.2003635576184086,0.0005267304310682,0.0229037895410162,DN,0.8052631578947369,38.0,0.7168163265306123,49,-0.08844683136412457,RNA_DOWN_METHYLATION_DOWN
HNG_045071,0.4029471223133613,0.0005259343251437,0.0229037895410162,UP,0.9285714285714286,7.0,1.0,2,0.0714285714285714,RNA_UP_METHYLATION_UP
Slc29a1,-0.5127594411576775,0.0005274135755672,0.0229037895410162,DN,0.7166666666666667,30.0,0.7575757575757576,33,0.040909090909090895,RNA_DOWN_METHYLATION_UP
Gpr126,0.9048606906821433,0.0005287977573364,0.022937804537553,UP,0.09629113924050632,79.0,0.13276271186440677,59,0.03647157262390045,RNA_UP_METHYLATION_UP
Apcdd1,-0.61189191976899,0.0005328327282884,0.023086595805026,DN,0.3023928571428571,28.0,0.18389655172413794,29,-0.11849630541871914,RNA_DOWN_METHYLATION_DOWN
Nrk,-1.3222229469904765,0.0005344697608946,0.0230946311106648,DN,0.09523809523809523,21.0,0.045454545454545456,33,-0.04978354978354978,RNA_DOWN_METHYLATION_DOWN
Gem,1.4758849353006471,0.0005336798590549,0.0230946311106648,UP,0.38571428571428573,35.0,0.36772499999999997,40,-0.017989285714285763,RNA_UP_METHYLATION_DOWN
Erp27,1.0691061856459827,0.0005348332259726,0.0230946311106648,UP,0.9328064516129033,31.0,0.9237777777777778,36,-0.009028673835125511,RNA_UP_METHYLATION_DOWN
Abcg4,-1.417473984423274,0.0005365886075318,0.0231442489567303,DN,0.5198064516129033,31.0,0.4269230769230769,39,-0.09288337468982638,RNA_DOWN_METHYLATION_DOWN
Hmbs,-0.367944119341117,0.0005391645854784,0.0232029205827335,DN,0.6666666666666666,6.0,0.6625,10,-0.004166666666666652,RNA_DOWN_METHYLATION_DOWN
Rrp12,-0.2281160609534529,0.0005389872431059,0.0232029205827335,DN,0.5482666666666667,30.0,0.5398108108108108,37,-0.008455855855855843,RNA_DOWN_METHYLATION_DOWN
Cnksr1,1.0756507733005676,0.0005429073428979,0.0233376791588961,UP,0.5384615384615384,26.0,0.38571428571428573,28,-0.1527472527472527,RNA_UP_METHYLATION_DOWN
Best1,0.5592491847166874,0.0005443901413268,0.0233750961470533,UP,0.9667,10.0,0.8863636363636364,11,-0.08033636363636365,RNA_UP_METHYLATION_DOWN
Gpr64,1.3404960766015064,0.0005457878251699,0.0234087784970661,UP,0.23809523809523808,21.0,0.25,4,0.011904761904761918,RNA_UP_METHYLATION_UP
Dsel,0.4084425210503664,0.0005474162195266,0.0234424263116619,UP,0.7000000000000001,7.0,0.20952380952380953,21,-0.4904761904761905,RNA_UP_METHYLATION_DOWN
Myo5b,1.3946259065952122,0.0005478005938908,0.0234424263116619,UP,0.1650754716981132,53.0,0.04196428571428572,28,-0.12311118598382749,RNA_UP_METHYLATION_DOWN
Gm14207,0.419173231201651,0.0005491050700139,0.0234719358707424,UP,0.03797368421052632,76.0,0.09011627906976744,86,0.052142594859241116,RNA_UP_METHYLATION_UP
Nckap1,0.6701135648300811,0.0005498019205187,0.0234754350224186,UP,0.0880566037735849,53.0,0.5333333333333333,15,0.4452767295597484,RNA_UP_METHYLATION_UP
Zfp568,-0.43853213806032,0.0005506271423345,0.0234844014270316,DN,0.6,20.0,0.2847714285714285,35,-0.31522857142857147,RNA_DOWN_METHYLATION_DOWN
HAG_039008,-0.1617011970928065,0.0005520453477133,0.0235186105054832,DN,0.6,15.0,0.4877073170731707,41,-0.11229268292682926,RNA_DOWN_METHYLATION_DOWN
1110046J04Rik,0.5697220700409691,0.0005541408190974,0.0235815644889502,UP,0.5,15.0,0.3333333333333333,15,-0.16666666666666669,RNA_UP_METHYLATION_DOWN
Ogdhl,0.9044045011711078,0.0005587294586512,0.0237503573448074,UP,0.6950999999999999,10.0,0.8833,10,0.18820000000000003,RNA_UP_METHYLATION_UP
2610301B20Rik,0.4031376146990855,0.0005626775431408,0.0238650301964144,UP,0.2251607142857143,56.0,0.23524193548387098,62,0.010081221198156687,RNA_UP_METHYLATION_UP
Sh3yl1,0.4920543868871481,0.0005624254461758,0.0238650301964144,UP,0.17682926829268292,41.0,0.279125,32,0.1022957317073171,RNA_UP_METHYLATION_UP
Pcdhb22,0.4892551290073852,0.0005655322350507,0.0239329229227907,UP,0.6108666666666667,15.0,0.6251333333333334,15,0.01426666666666676,RNA_UP_METHYLATION_UP
HNG_008535,0.6325609301047416,0.000564950752554,0.0239329229227907,UP,0.7222222222222222,9.0,0.5,14,-0.2222222222222222,RNA_UP_METHYLATION_DOWN
Ogn,-0.4770003362468035,0.0005663246665569,0.023939667999905,DN,0.82,5.0,1.0,8,0.18000000000000005,RNA_DOWN_METHYLATION_UP
Mrpl40,-0.1239845927350984,0.0005669459255976,0.023939667999905,DN,0.042942307692307696,52.0,0.126,84,0.0830576923076923,RNA_DOWN_METHYLATION_UP
Prss50,-1.018546441735534,0.0005726280376979,0.024126222356518,DN,0.513,27.0,0.3894736842105263,38,-0.1235263157894737,RNA_DOWN_METHYLATION_DOWN
Epn3,0.6807045296831775,0.0005725647139516,0.024126222356518,UP,0.7083333333333334,18.0,0.5123235294117647,34,-0.19600980392156864,RNA_UP_METHYLATION_DOWN
A930005H10Rik,0.3963627114024772,0.0005770494861891,0.024285703403319,UP,0.11666666666666667,30.0,0.1,30,-0.016666666666666663,RNA_UP_METHYLATION_DOWN
Col1a1,-3.696557829983355,0.0005809511316791,0.0244229808353026,DN,0.5833703703703703,27.0,0.6332962962962964,27,0.04992592592592604,RNA_DOWN_METHYLATION_UP
