geneSymbol,log2FC,p_value,FDR,type,young_promoter_methylation,young_CpG_count,aged_promoter_methylation,aged_CpG_count,promoter_methylation_change,multiomics_pattern
Ccdc160,0.7861896012268242,6.29314497927015e-06,0.0015700779748281,UP,0.8083500000000001,20.0,0.453695652173913,23,-0.3546543478260871,RNA_UP_METHYLATION_DOWN
Tmtc2,0.5660413955918218,6.491039084689961e-06,0.0016089347009141,UP,0.12628846153846154,52.0,0.14286363636363636,44,0.016575174825174815,RNA_UP_METHYLATION_UP
Vps37b,-0.3886738054353049,6.669214618537875e-06,0.0016318484580719,DN,0.385,20.0,0.3467741935483871,31,-0.03822580645161289,RNA_DOWN_METHYLATION_DOWN
Chrm3,2.2700606153670577,6.711731319220708e-06,0.0016318484580719,UP,0.18228125,32.0,0.10556666666666666,30,-0.07671458333333335,RNA_UP_METHYLATION_DOWN
Nrarp,0.3850236666163074,6.665802539092597e-06,0.0016318484580719,UP,0.4211621621621622,37.0,0.44821568627450986,51,0.027053524112347682,RNA_UP_METHYLATION_UP
Zfp367,-0.3307917176588324,6.886885195419147e-06,0.0016638365929084,DN,0.12497619047619049,42.0,0.15,30,0.025023809523809504,RNA_DOWN_METHYLATION_UP
Chek1,-0.4258935373516106,6.978522477424749e-06,0.0016753720755236,DN,0.19999999999999998,34.0,0.12917499999999998,40,-0.070825,RNA_DOWN_METHYLATION_DOWN
Unc119,-0.1503550888866209,7.065659515012765e-06,0.0016856897187941,DN,0.7684166666666666,24.0,0.6459545454545453,44,-0.1224621212121213,RNA_DOWN_METHYLATION_DOWN
Cpm,0.7789984105506216,7.435601877320027e-06,0.0017412993549758,UP,0.27522222222222226,36.0,0.1913265306122449,49,-0.08389569160997737,RNA_UP_METHYLATION_DOWN
Cpeb1,0.8370900912069792,7.427747272451174e-06,0.0017412993549758,UP,0.17041935483870965,31.0,0.1122878787878788,66,-0.058131476050830855,RNA_UP_METHYLATION_DOWN
Smagp,0.8854801215407706,7.355679894490723e-06,0.0017412993549758,UP,0.27688235294117647,17.0,0.24811111111111112,27,-0.028771241830065353,RNA_UP_METHYLATION_DOWN
Mmp14,0.8575204969973411,7.517495237877919e-06,0.0017497428550016,UP,0.5268124999999999,32.0,0.28840625,32,-0.23840624999999993,RNA_UP_METHYLATION_DOWN
Eya4,1.9557072363590589,8.009368412386255e-06,0.0018307401858539,UP,0.30341025641025643,39.0,0.1360612244897959,49,-0.16734903192046052,RNA_UP_METHYLATION_DOWN
Emp2,1.568081748569481,7.972111609430337e-06,0.0018307401858539,UP,0.2375,10.0,0.41333333333333333,15,0.17583333333333334,RNA_UP_METHYLATION_UP
HAG_017916,1.48995948764217,7.965736732263414e-06,0.0018307401858539,UP,0.8666666666666667,9.0,0.8125,8,-0.054166666666666696,RNA_UP_METHYLATION_DOWN
Casp12,0.945244284511836,8.184361806568934e-06,0.0018596039219068,UP,0.6430833333333333,12.0,0.45515384615384613,13,-0.1879294871794872,RNA_UP_METHYLATION_DOWN
Tox,0.832233441293396,8.30533466517013e-06,0.0018759244665022,UP,0.07456140350877193,57.0,0.15407547169811323,53,0.0795140681893413,RNA_UP_METHYLATION_UP
Maf,1.1261034258026812,8.729598125349532e-06,0.0019601542331814,UP,0.007462686567164179,67.0,0.0,106,-0.007462686567164179,RNA_UP_METHYLATION_DOWN
Cenpa,-0.4769703830940255,8.835225336237079e-06,0.0019653242232685,DN,0.4952333333333333,30.0,0.39821428571428574,28,-0.09701904761904756,RNA_DOWN_METHYLATION_DOWN
HND_003847,0.9899525168914254,8.855594844445748e-06,0.0019653242232685,UP,1.0,5.0,0.8571428571428571,7,-0.1428571428571429,RNA_UP_METHYLATION_DOWN
Tmem117,1.7109500866159792,9.033164982483478e-06,0.0019703655640649,UP,0.38581481481481483,27.0,0.4230769230769231,26,0.03726210826210824,RNA_UP_METHYLATION_UP
Anxa6,-1.16087270872631,9.012157619338864e-06,0.0019703655640649,DN,0.4153928571428572,28.0,0.6255185185185185,27,0.2101256613756613,RNA_DOWN_METHYLATION_UP
HAG_011341,0.9866300764406531,8.993498678316797e-06,0.0019703655640649,UP,0.9857142857142858,14.0,0.8333333333333334,12,-0.1523809523809524,RNA_UP_METHYLATION_DOWN
Ust,-0.445929801474023,9.092583498609062e-06,0.0019720573710733,DN,0.2,40.0,0.32776666666666665,30,0.12776666666666664,RNA_DOWN_METHYLATION_UP
"C530008M17Rik,Gm10430",0.5125669261849874,9.180736102951973e-06,0.0019769494282478,UP,0.9083500000000001,20.0,0.9295000000000001,26,0.021150000000000002,RNA_UP_METHYLATION_UP
Cited4,0.8250656394862239,9.24656386586166e-06,0.0019769494282478,UP,0.32,15.0,0.16205555555555554,18,-0.15794444444444447,RNA_UP_METHYLATION_DOWN
Exoc6b,0.934872268376732,9.27051104622147e-06,0.0019769494282478,UP,0.33335714285714285,14.0,0.07692307692307693,13,-0.2564340659340659,RNA_UP_METHYLATION_DOWN
Hk2,0.5585896509203971,9.614394919208046e-06,0.0020388926825333,UP,0.65,20.0,0.3387317073170732,41,-0.31126829268292683,RNA_UP_METHYLATION_DOWN
E2f5,0.476174082244567,9.895626886495362e-06,0.0020869385055872,UP,0.25120588235294117,34.0,0.45,10,0.19879411764705884,RNA_UP_METHYLATION_UP
1600012H06Rik,0.2075075463149618,1.0012396343009395e-05,0.0020999626000294,UP,0.3266666666666667,30.0,0.45588235294117646,34,0.12921568627450974,RNA_UP_METHYLATION_UP
Elk3,-0.1947530044680743,1.0125408613716888e-05,0.0021120606426382,DN,0.44565217391304346,23.0,0.5317142857142857,21,0.08606211180124224,RNA_DOWN_METHYLATION_UP
Zfp648,0.4347665602601324,1.0279186936346491e-05,0.0021324843681207,UP,0.6636363636363636,11.0,0.6883636363636363,11,0.02472727272727271,RNA_UP_METHYLATION_UP
Efemp2,1.402634473935085,1.0433316344401485e-05,0.0021527597378296,UP,0.2857142857142857,21.0,0.36886046511627907,43,0.08314617940199337,RNA_UP_METHYLATION_UP
Lsp1,-0.4889888594806466,1.0883764700738367e-05,0.0022216848457571,DN,0.9230769230769231,13.0,0.925,10,0.0019230769230769162,RNA_DOWN_METHYLATION_UP
Sec24d,-0.6010248351062746,1.085654651215041e-05,0.0022216848457571,DN,0.28,25.0,0.40175,8,0.12174999999999997,RNA_DOWN_METHYLATION_UP
C130026I21Rik,1.3455624565338022,1.1173725351147906e-05,0.0022466282965225,UP,0.8960434782608695,23.0,0.807,27,-0.08904347826086945,RNA_UP_METHYLATION_DOWN
HAG_028064,0.7669519803513003,1.1241381238494292e-05,0.0022466282965225,UP,0.7945,2.0,1.0,2,0.20550000000000002,RNA_UP_METHYLATION_UP
HAG_039773,1.5377807033451392,1.1214379986539251e-05,0.0022466282965225,UP,0.9368421052631579,19.0,0.7941176470588235,17,-0.14272445820433444,RNA_UP_METHYLATION_DOWN
Fads3,1.1825296692181508,1.1219345647040495e-05,0.0022466282965225,UP,0.34896875,32.0,0.229969696969697,33,-0.118999053030303,RNA_UP_METHYLATION_DOWN
Abca5,0.4525891975970264,1.1372654089836765e-05,0.0022610257912356,UP,0.25,12.0,0.4342105263157895,19,0.1842105263157895,RNA_UP_METHYLATION_UP
Spc25,-0.3852978687251243,1.1560357586334473e-05,0.0022864350766091,DN,0.3076923076923077,13.0,0.3456666666666667,27,0.03797435897435897,RNA_DOWN_METHYLATION_UP
Nup205,-0.2129288345971014,1.1771579354513224e-05,0.0023023678348231,DN,0.33783783783783783,37.0,0.4390689655172414,29,0.10123112767940357,RNA_DOWN_METHYLATION_UP
Pde2a,0.5245644291544354,1.182186145932442e-05,0.0023023678348231,UP,0.5948421052631578,19.0,0.6529588235294117,17,0.058116718266253864,RNA_UP_METHYLATION_UP
Selplg,-0.3354568265360296,1.1706526416025958e-05,0.0023023678348231,DN,0.6910625,16.0,0.8465,16,0.1554375,RNA_DOWN_METHYLATION_UP
Slc28a2,-0.81813623797927,1.214880864177052e-05,0.0023448607618195,DN,1.0,6.0,0.75,4,-0.25,RNA_DOWN_METHYLATION_DOWN
Lsr,1.4726022507842136,1.216290555486428e-05,0.0023448607618195,UP,0.33088235294117646,34.0,0.3562,35,0.025317647058823556,RNA_UP_METHYLATION_UP
6430527G18Rik,1.0830649488274269,1.2729497236117846e-05,0.0024365043319909,UP,0.2879310344827586,29.0,0.3088235294117647,34,0.020892494929006133,RNA_UP_METHYLATION_UP
HNG_009385,-0.7189030473872372,1.282847711832192e-05,0.0024365043319909,DN,0.15049253731343284,67.0,0.2717058823529412,51,0.12121334503950834,RNA_DOWN_METHYLATION_UP
Rhag,-1.1217187004479785,1.2829754027302004e-05,0.0024365043319909,DN,0.9334,5.0,1.0,6,0.06659999999999999,RNA_DOWN_METHYLATION_UP
Otub2,0.4201211984439412,1.3035319153671511e-05,0.0024373590061829,UP,0.89585,20.0,0.8333333333333334,12,-0.06251666666666666,RNA_UP_METHYLATION_DOWN
Ezh1,0.6281257859820188,1.3033152411391318e-05,0.0024373590061829,UP,0.42744117647058827,34.0,0.4897435897435898,39,0.06230241327300151,RNA_UP_METHYLATION_UP
Rab40b,0.9805639110132676,1.3089662482120754e-05,0.0024373590061829,UP,0.45289999999999997,20.0,0.567888888888889,18,0.11498888888888903,RNA_UP_METHYLATION_UP
Bcl3,0.8611359862473513,1.3038602618611688e-05,0.0024373590061829,UP,0.2727272727272727,22.0,0.15051612903225808,31,-0.12221114369501462,RNA_UP_METHYLATION_DOWN
Snx31,-0.4848406321290874,1.334981645051987e-05,0.0024617835437161,DN,0.975,10.0,0.6770625,16,-0.29793749999999997,RNA_DOWN_METHYLATION_DOWN
Ramp2,2.6707595304509875,1.3293522836267385e-05,0.0024617835437161,UP,0.3698421052631579,19.0,0.2425357142857143,28,-0.12730639097744362,RNA_UP_METHYLATION_DOWN
Tc2n,2.174843172237965,1.345766972186932e-05,0.0024670330045635,UP,0.3333333333333333,9.0,0.2,30,-0.1333333333333333,RNA_UP_METHYLATION_DOWN
BC067074,0.5904028326972743,1.350754212390685e-05,0.0024670330045635,UP,0.8888888888888888,18.0,0.9692857142857143,21,0.08039682539682547,RNA_UP_METHYLATION_UP
Ccna2,-0.4242954525169269,1.3782651765318836e-05,0.0024934188776575,DN,0.3042,45.0,0.6148571428571429,28,0.31065714285714285,RNA_DOWN_METHYLATION_UP
Sntg2,0.8948939826300827,1.3751297043822012e-05,0.0024934188776575,UP,0.7481666666666666,18.0,0.41668421052631577,19,-0.3314824561403509,RNA_UP_METHYLATION_DOWN
Pgr,1.626255468069676,1.3913823027710082e-05,0.0025052757198761,UP,0.6352941176470589,17.0,0.6389047619047619,21,0.0036106442577029663,RNA_UP_METHYLATION_UP
Synpo2,-1.7041571638853772,1.4315964014372934e-05,0.0025553607812481,DN,0.8076923076923077,13.0,0.40748275862068967,29,-0.40020954907161804,RNA_DOWN_METHYLATION_DOWN
Msh6,-0.2072484503019307,1.4325872555462207e-05,0.0025553607812481,DN,0.3523953488372093,43.0,0.31564444444444445,45,-0.03675090439276485,RNA_DOWN_METHYLATION_DOWN
B3galt1,1.0496658427223724,1.4637913017287112e-05,0.0025988763520738,UP,0.9090909090909091,11.0,0.946375,8,0.037284090909090906,RNA_UP_METHYLATION_UP
Gins1,-0.451383414133057,1.4765162832966518e-05,0.0026093323873148,DN,0.46489473684210525,19.0,0.5357142857142857,14,0.07081954887218045,RNA_DOWN_METHYLATION_UP
Il6st,0.3746478326718696,1.4973544438001982e-05,0.0026339637709097,UP,0.3760769230769231,39.0,0.4099655172413793,29,0.03388859416445622,RNA_UP_METHYLATION_UP
HNG_002132,1.4274058925830242,1.526084721377492e-05,0.0026721883479092,UP,0.8888666666666667,15.0,0.9666666666666667,15,0.07779999999999998,RNA_UP_METHYLATION_UP
Col18a1,1.4264254320475498,1.5490931285825995e-05,0.0027000905435732,UP,0.69,25.0,0.7428571428571429,28,0.052857142857142936,RNA_UP_METHYLATION_UP
Mc5r,-1.1413883407289185,1.5980024296671953e-05,0.0027353788675002,DN,0.3777307692307692,26.0,0.2733,20,-0.10443076923076922,RNA_DOWN_METHYLATION_DOWN
Fgf12,0.9327072037777474,1.5957312327987085e-05,0.0027353788675002,UP,0.2777857142857143,42.0,0.26973684210526316,38,-0.008048872180451139,RNA_UP_METHYLATION_DOWN
Fam54b,0.263905045783221,1.5848826961605752e-05,0.0027353788675002,UP,0.28205128205128205,39.0,0.43700000000000006,41,0.154948717948718,RNA_UP_METHYLATION_UP
Mcf2,-0.5208667380922631,1.5938488901451254e-05,0.0027353788675002,DN,0.8,5.0,0.75,8,-0.050000000000000044,RNA_DOWN_METHYLATION_DOWN
Zg16,2.419253666271659,1.651023151313007e-05,0.0028010158103075,UP,0.8367142857142857,7.0,0.7592222222222222,9,-0.0774920634920635,RNA_UP_METHYLATION_DOWN
AA986860,0.8058984716509405,1.6447849206319854e-05,0.0028010158103075,UP,0.9148333333333333,18.0,0.9411764705882353,17,0.026343137254902005,RNA_UP_METHYLATION_UP
Mlec,-0.4231641574752007,1.6684874147747204e-05,0.0028057049161577,DN,0.5507599999999999,25.0,0.29761428571428566,70,-0.25314571428571425,RNA_DOWN_METHYLATION_DOWN
Necap2,-0.36637999194149,1.666725497460683e-05,0.0028057049161577,DN,0.9117647058823529,34.0,0.5576486486486486,37,-0.3541160572337043,RNA_DOWN_METHYLATION_DOWN
Mthfd1l,-0.3500365017953113,1.6811218392378033e-05,0.0028145518792712,DN,0.5892857142857143,28.0,0.6952121212121212,33,0.10592640692640687,RNA_DOWN_METHYLATION_UP
HNG_043800,0.3792414641712789,1.715093872510762e-05,0.0028548050797652,UP,0.9285714285714286,7.0,1.0,9,0.0714285714285714,RNA_UP_METHYLATION_UP
Pfkp,0.5353780959169763,1.7201225200303955e-05,0.0028548050797652,UP,0.2381,30.0,0.15092,25,-0.08718000000000001,RNA_UP_METHYLATION_DOWN
Spint1,2.3265951207283546,1.7289526973648075e-05,0.0028570381975675,UP,0.5149677419354839,31.0,0.5903611111111111,36,0.07539336917562722,RNA_UP_METHYLATION_UP
Rnf24,0.2700725403700543,1.7589385046283365e-05,0.002872780218356,UP,0.16666666666666666,18.0,0.18312,25,0.016453333333333348,RNA_UP_METHYLATION_UP
Gadd45g,1.1720076358698155,1.7582312593162162e-05,0.002872780218356,UP,0.008064516129032258,31.0,0.040266666666666666,30,0.03220215053763441,RNA_UP_METHYLATION_UP
Rfc2,-0.5730527976551016,1.7610567198347615e-05,0.002872780218356,DN,0.5555555555555556,9.0,0.5701578947368421,19,0.014602339181286506,RNA_DOWN_METHYLATION_UP
Tulp3,0.4263497119406088,1.8124876525731803e-05,0.0029438051501235,UP,0.5560975609756098,41.0,0.7175675675675676,37,0.16147000659195776,RNA_UP_METHYLATION_UP
Phactr1,1.2737907921404623,1.8200199503016536e-05,0.0029438051501235,UP,0.78475,12.0,0.8639166666666668,12,0.07916666666666683,RNA_UP_METHYLATION_UP
9330182L06Rik,0.5547661091483733,1.8523961351271147e-05,0.0029585634004214,UP,0.5625,16.0,0.37682608695652176,23,-0.18567391304347824,RNA_UP_METHYLATION_DOWN
Mmp15,-0.5850200572072906,1.843382710555051e-05,0.0029585634004214,DN,0.19847058823529412,51.0,0.2657555555555555,45,0.0672849673202614,RNA_DOWN_METHYLATION_UP
Lrrn1,1.3476503546681704,1.8502508458971257e-05,0.0029585634004214,UP,0.7280526315789474,19.0,0.6478260869565218,23,-0.08022654462242562,RNA_UP_METHYLATION_DOWN
Pqlc2,0.27949228452397,1.8795322532928024e-05,0.0029893960488622,UP,0.20001818181818184,55.0,0.1530142857142857,70,-0.04700389610389613,RNA_UP_METHYLATION_DOWN
Hmox1,-0.8447604156469275,1.897924148855555e-05,0.0030061228468927,DN,0.2222222222222222,18.0,0.3,20,0.07777777777777778,RNA_DOWN_METHYLATION_UP
Dyrk3,0.4298845411093372,1.943195634265909e-05,0.0030651100723635,UP,0.19042553191489361,47.0,0.30668,25,0.1162544680851064,RNA_UP_METHYLATION_UP
Fbxo2,1.0259715791104171,2.00136664568936e-05,0.0031318701604534,UP,0.057692307692307696,52.0,0.15789473684210525,57,0.10020242914979756,RNA_UP_METHYLATION_UP
Tmem30b,1.2255297956348252,2.0019289509343293e-05,0.0031318701604534,UP,0.67,25.0,0.6753333333333333,36,0.005333333333333301,RNA_UP_METHYLATION_UP
HAG_037020,0.642477129576418,2.013523069604072e-05,0.0031371511270582,UP,0.875,8.0,0.9,10,0.025000000000000022,RNA_UP_METHYLATION_UP
Arhgap29,0.90425565642692,2.0282613778742204e-05,0.0031472680209843,UP,0.47058823529411764,34.0,0.35373469387755097,49,-0.11685354141656668,RNA_UP_METHYLATION_DOWN
Slco2a1,1.1270880081592185,2.0676784295604735e-05,0.0031954421462826,UP,0.409375,32.0,0.36286486486486486,37,-0.04651013513513513,RNA_UP_METHYLATION_DOWN
Eda2r,0.7469319579510723,2.1549074717385805e-05,0.0033168196778711,UP,0.25,6.0,0.42857142857142855,7,0.17857142857142855,RNA_UP_METHYLATION_UP
Fetub,1.7901538518071811,2.1750215887361255e-05,0.0033343343006118,UP,0.9375,16.0,0.9801666666666667,24,0.04266666666666674,RNA_UP_METHYLATION_UP
Itga2,-0.8269043639481217,2.1986534853669772e-05,0.0033570800337371,DN,0.8021111111111111,27.0,0.7089999999999999,26,-0.09311111111111126,RNA_DOWN_METHYLATION_DOWN
Ptprf,-0.5717313726246611,2.2393723061212694e-05,0.0034056302657076,DN,0.39165625000000004,32.0,0.5872857142857143,21,0.19562946428571426,RNA_DOWN_METHYLATION_UP
Atp9a,0.7472816970890945,2.2903188902725443e-05,0.0034623401152002,UP,0.6458125,16.0,0.16666666666666666,45,-0.4791458333333334,RNA_UP_METHYLATION_DOWN
AK035520,1.2020996291319772,2.2948026017648388e-05,0.0034623401152002,UP,0.11727222222222222,18.0,0.04736842105263158,19,-0.06990380116959063,RNA_UP_METHYLATION_DOWN
Ttc23,0.8801108035827516,2.385228431906748e-05,0.0035846039253048,UP,0.030710526315789476,38.0,0.12962962962962962,27,0.09891910331384014,RNA_UP_METHYLATION_UP
C4b,2.2640133219745997,2.421628127013732e-05,0.0036250348574262,UP,0.9773333333333334,21.0,0.9263157894736843,19,-0.05101754385964907,RNA_UP_METHYLATION_DOWN
Ptgfrn,1.6951291202851675,2.484707042826335e-05,0.0037049311421393,UP,0.4374146341463414,41.0,0.2138888888888889,72,-0.2235257452574525,RNA_UP_METHYLATION_DOWN
Cblb,-0.176944702858476,2.5198547472778353e-05,0.0037427196658789,DN,0.3491904761904762,21.0,0.2111,30,-0.1380904761904762,RNA_DOWN_METHYLATION_DOWN
Snx20,-1.0091955411962772,2.5455245491457016e-05,0.003766192367829,DN,0.617578947368421,19.0,0.749,20,0.131421052631579,RNA_DOWN_METHYLATION_UP
Gimap6,-0.2618197345387862,2.5726120693543793e-05,0.0037915732784322,DN,0.322875,8.0,0.333375,8,0.010499999999999954,RNA_DOWN_METHYLATION_UP
HNG_001028,-0.3999470112315103,2.62467710532832e-05,0.0038386656882985,DN,0.8333333333333334,6.0,1.0,4,0.16666666666666663,RNA_DOWN_METHYLATION_UP
Nrg4,1.0904074254930198,2.6184152121547437e-05,0.0038386656882985,UP,0.04404761904761905,42.0,0.125,23,0.08095238095238094,RNA_UP_METHYLATION_UP
Klhdc8a,1.267482341123457,2.6446825001408647e-05,0.003853161083793,UP,0.4464,20.0,0.485,20,0.03859999999999997,RNA_UP_METHYLATION_UP
Mcm7,-0.4672040846485341,2.6941165130760193e-05,0.0038628235631902,DN,0.4404642857142857,28.0,0.40625,40,-0.0342142857142857,RNA_DOWN_METHYLATION_DOWN
Dffb,-0.2489876917574713,2.7077355872240105e-05,0.0038628235631902,DN,0.45625,32.0,0.2840909090909091,44,-0.17215909090909087,RNA_DOWN_METHYLATION_DOWN
Ncf2,-0.4126351939349213,2.6710760251538993e-05,0.0038628235631902,DN,0.7941176470588235,17.0,0.8088235294117647,17,0.014705882352941235,RNA_DOWN_METHYLATION_UP
Fam84b,0.7074998044472043,2.7089459672205943e-05,0.0038628235631902,UP,0.3125,8.0,0.553625,8,0.24112500000000003,RNA_UP_METHYLATION_UP
Ranbp1,-0.2448135427460656,2.7120316329639008e-05,0.0038628235631902,DN,0.1140952380952381,42.0,0.10544897959183673,49,-0.008646258503401366,RNA_DOWN_METHYLATION_DOWN
Nmral1,-0.3542865028770006,2.7065103166007752e-05,0.0038628235631902,DN,0.5822666666666667,15.0,0.42857142857142855,21,-0.15369523809523816,RNA_DOWN_METHYLATION_DOWN
Il15,-0.7614738160255103,2.740432525745085e-05,0.0038887654413658,DN,0.25,20.0,0.26283999999999996,25,0.012839999999999963,RNA_DOWN_METHYLATION_UP
HAG_024325,0.8363267004584554,2.7656665808460083e-05,0.0039100379527427,UP,0.24242424242424243,33.0,0.33334615384615385,26,0.09092191142191142,RNA_UP_METHYLATION_UP
Cxadr,0.9654601717069968,2.777995114905578e-05,0.0039129752592684,UP,0.49325,20.0,0.4077096774193548,31,-0.0855403225806452,RNA_UP_METHYLATION_DOWN
Chrna7,1.2363156058831395,2.850978574695492e-05,0.004001013020341,UP,0.43076923076923074,13.0,0.42123076923076924,13,-0.009538461538461496,RNA_UP_METHYLATION_DOWN
Abca4,1.4623004865881315,2.8803295195275855e-05,0.0040273970116998,UP,0.44834146341463416,41.0,0.4764545454545454,33,0.028113082039911252,RNA_UP_METHYLATION_UP
Mcm4,-0.3863584518588485,2.9211928646297215e-05,0.0040696267893666,DN,0.15319148936170213,47.0,0.12727272727272726,55,-0.025918762088974867,RNA_DOWN_METHYLATION_DOWN
Nacc2,0.5758378513200082,2.9463428620041663e-05,0.0040897381719426,UP,0.2918387096774194,31.0,0.5833214285714285,28,0.2914827188940092,RNA_UP_METHYLATION_UP
Gpr4,1.026539217028871,2.999287764935451e-05,0.0041331701286323,UP,0.414,19.0,0.485,20,0.07100000000000001,RNA_UP_METHYLATION_UP
Trim27,-0.1915301374780949,2.99557876660513e-05,0.0041331701286323,DN,0.3323170731707317,41.0,0.3458333333333333,36,0.013516260162601601,RNA_DOWN_METHYLATION_UP
Arhgap6,0.465500053978289,3.013295228673726e-05,0.0041375361679472,UP,0.3333333333333333,9.0,0.35553333333333337,15,0.022200000000000053,RNA_UP_METHYLATION_UP
Trim47,1.0987917682986046,3.097592252525441e-05,0.0042343188650042,UP,0.48959375,32.0,0.58853125,32,0.09893749999999996,RNA_UP_METHYLATION_UP
Rgn,1.0968827622869606,3.105965844601281e-05,0.0042343188650042,UP,0.42849999999999994,6.0,0.1,20,-0.3284999999999999,RNA_UP_METHYLATION_DOWN
Rfc5,-0.2495429671149382,3.150542981987244e-05,0.0042650570818559,DN,0.42172727272727273,33.0,0.44048571428571426,35,0.01875844155844153,RNA_DOWN_METHYLATION_UP
HAG_015368,2.1642889910658365,3.1620327836247324e-05,0.0042650570818559,UP,0.10714285714285714,28.0,0.10365853658536585,41,-0.0034843205574912883,RNA_UP_METHYLATION_DOWN
Scd1,1.056380927964652,3.159378947187449e-05,0.0042650570818559,UP,0.18382352941176472,34.0,0.29,20,0.10617647058823526,RNA_UP_METHYLATION_UP
Rgs19,-0.3401257685882219,3.176993847197005e-05,0.004270148208986,DN,0.3277777777777778,36.0,0.6,20,0.2722222222222222,RNA_DOWN_METHYLATION_UP
Lox,0.9591023058943516,3.203098489211929e-05,0.0042901289659718,UP,0.5789473684210527,19.0,0.6131578947368421,19,0.03421052631578947,RNA_UP_METHYLATION_UP
Ctsw,1.2716828555600377,3.289820696516828e-05,0.0043908753715888,UP,0.6444375,16.0,0.7271666666666666,24,0.08272916666666663,RNA_UP_METHYLATION_UP
Ybx1,-0.2331844404701151,3.3516173613470045e-05,0.0044577678716842,DN,0.42260526315789476,38.0,0.32949375,48,-0.09311151315789479,RNA_DOWN_METHYLATION_DOWN
Tmem56,0.5916751410915824,3.466368733476956e-05,0.004588752914999,UP,0.6309642857142858,28.0,0.5882352941176471,17,-0.04272899159663868,RNA_UP_METHYLATION_DOWN
Hat1,-0.2004292922893071,3.474142283440007e-05,0.004588752914999,DN,0.2962962962962963,27.0,0.22142857142857142,35,-0.07486772486772486,RNA_DOWN_METHYLATION_DOWN
Syt9,0.6600266032641124,3.505174752627921e-05,0.0046137769192176,UP,0.09791666666666667,48.0,0.06484090909090909,44,-0.03307575757575758,RNA_UP_METHYLATION_DOWN
Epha4,0.9005952043424981,3.533373045587787e-05,0.0046234379637977,UP,0.16741818181818183,55.0,0.021604938271604937,81,-0.14581324354657688,RNA_UP_METHYLATION_DOWN
